"reg","yr","p_fos","fp_fos","c_fos","p_nuc","fp_nuc","c_nuc","p_rsn","fp_rsn","c_rsn","p_hyd","fp_hyd","c_hyd","p_bfl","fp_bfl","c_bfl","p_wnd","fp_wnd","c_wnd","p_sol","fp_sol","c_sol","p_rsr","fp_rsr","c_rsr","p_tfs","fp_tfs","c_tfs","p_elh","fp_elh","c_elh","x_fos","m_fos","x_nuc","m_nuc","x_rsn","m_rsn","x_hyd","m_hyd","x_bfl","m_bfl","x_wnd","m_wnd","x_sol","m_sol","x_rsr","m_rsr","x_tfs","m_tfs","x_elh","m_elh"
"chn",1997,870368.698473229,843050.233471468,774610.472603469,3756.74212695519,8276.94575650714,8118.43160378151,0,53.3045142228672,61.6599122439497,16851.5055694791,16105.2647938909,14620.9800717554,204905.010995675,206491.02899103,206567.382371735,17.7130005985924,19.700418586755,18.6353642106838,430.342999685823,429.48780311954,427.695076769479,1181.64600027682,1387.07636426248,1366.84680008323,236075.162080464,228752.419089374,208825.284687425,117861.719145344,111807.735708922,101143.153918924,191048.582393629,95290.3565238684,822.518001184557,5184.20747801088,0,61.6599122439497,3689.54434708361,1459.01884935993,337.297736606635,1999.66911266676,3.87816393965357,4.80052755174496,4.46868316932434,1.82076025297981,77.9014612263075,263.10226103272,61574.7194821702,34324.8420891316,27289.6422887063,10571.0770622863
"col",1997,24130.5377151716,25271.5867900446,26876.9287042897,0,222.525169408896,402.466701228878,0,2.42876618482753,5.26683537539502,2706.27721681023,2770.66391809074,2792.61075202992,3981.52011865657,3989.35459946059,4002.03110226752,0,0.375562918950376,0.655818343998806,0,0.150194189678891,0.288128794242768,0,21.1731955113997,36.7009256089591,12437.9864701429,12347.0374533922,12934.4434474505,3112.89505829857,3508.33573412435,3836.39494320986,5446.69317996232,8193.08416908043,0,402.466701228878,0,5.26683537539502,227.63869035909,313.972225578783,218.172266613829,238.683250224776,0,0.655818343998806,0,0.288128794242768,0,36.7009256089591,2571.58888651267,3068.04586382035,279.513983183301,1003.01386809459
"cyp",1997,1070.66949825847,1633.66792402124,1853.63224503504,0,52.4617748573701,77.5894123194178,0,0.584972506406188,1.1291657424751,0,18.6894445134478,26.0859912617911,13.7010015252898,26.6746272348473,51.1821512820154,0,0.0649318023078242,0.126163437685174,33.0800069458949,25.475604712559,23.8588532800848,0,1.73172893395789,3.53886168174677,1757.35884525677,1664.86657716656,1688.99008544833,219.691025692209,321.421567597822,356.64754507976,368.890320085825,1151.8530668624,0,77.5894123194178,0,1.1291657424751,0,26.0859912617911,2.71450930923123,40.1956590659569,0,0.126163437685174,9.27386965411923,0.0527159883091393,0,3.53886168174677,475.639543249535,407.270783441099,43.9925805604041,180.949099947955
"cze",1997,36754.3738002892,34117.4672705823,31040.7034007791,3255.42641180066,3222.17166259168,2832.09136642796,48.7229996933984,73.4699441336228,76.5893976641315,146.088018479651,357.859171817439,379.08994772152,1391.42205026217,1424.5006010899,1373.64095728875,0,1.53099950126701,1.8587976477427,0,0.178060371290913,0.252722808393657,24.935999494887,46.759643780148,53.3947976272271,9089.91206399219,9087.33427752472,8442.62177309773,9049.22047531038,8584.19298908416,7707.68797325137,16617.8092174215,10904.1388179115,1395.57153488204,972.236489509344,15.9787245382131,43.8451225089462,62.6265976827143,295.628526924584,231.186747921102,213.405654947677,0,1.8587976477427,0,0.252722808393657,1.65903603246379,30.1178341648038,4107.64149295195,3460.35120205749,2895.78328624077,1554.25078418176
"deu",1997,252770.583693764,318891.134364014,352487.235494416,44397.6449598556,44728.1716968003,44400.1888232772,1677.62897678313,1739.77745769885,1742.90885551281,1492.43396487644,4995.08637750661,6077.8365752386,4669.86900403492,8432.79217405905,10608.5695146632,260.876993860413,222.757053739048,207.832833515945,60.8769999348267,64.4649344507474,66.5784066934213,638.100984982667,979.779563148258,1173.52490829149,158579.530066423,178183.894389924,186495.5020796,53416.6901502772,61103.0295883641,64108.1118373514,75304.0558085252,175020.707609178,13000.6688864174,13003.2127498391,202.153853289018,267.4337320187,439.87589066169,5025.27850102385,215.346463289901,6154.04697391813,76.8901691653699,23.8460088209017,1.38798845085003,7.08939520944458,188.072132976812,723.496056285635,35651.8784012971,63567.8504144742,12437.5696999835,23128.9913870577
"dnk",1997,19378.9189354527,23266.8214086319,22352.5566789325,0,935.238451393169,1107.94496659865,287.738998701559,267.556889452489,257.273028825971,1.63399998895068,461.75892253253,529.502213907966,949.174989733964,1274.08082367819,1256.74364510775,166.293998875498,112.183829568322,92.2829752480428,6.71099997815098,6.7226905121609,6.72613555561964,352.846998406545,372.606592841041,367.875644767917,9513.93319866387,12197.6243777251,11557.2782473027,5379.16696693167,6119.50651092008,6000.84055732901,9646.85684832621,12620.494591806,0,1107.94496659865,50.8160347010973,20.350064825509,0.747264750362382,528.615478669378,293.11706700782,600.685722381606,76.0499659710905,2.03894234363536,0.381667773115625,0.396803350584286,62.6412439242735,77.6698902856456,3021.96923531066,5065.31428394948,1181.08073908067,1802.754329478
"esp",1997,85024.7762203109,100389.858008433,97680.140418165,14408.3990992444,14441.8791220049,14178.256111965,252.507989563424,234.135455149351,229.98708660278,2988.21981318843,3314.80952918026,3294.44784065715,3466.84796119454,4447.4125250955,4784.49784968785,63.8009960114165,56.8026743686062,53.2851118274391,23.9519998807032,23.8631107483244,23.5572181490073,100.887996340106,220.060211878199,264.073325305124,54942.3281851628,55709.7742611464,54031.8772354276,14787.274807251,16272.4443237877,16409.0128612967,28434.3818628908,41089.7460607449,3718.42318935272,3488.2802020733,64.3271766928186,41.8062737321743,771.179766170261,1077.40779363899,313.095616917765,1630.74550541108,16.4653339651796,5.94944978120218,1.74335146044782,1.34856972875191,18.0286494106537,181.213978375672,16385.70596632,15475.2550165848,3689.38614179556,5311.12419584129
"est",1997,3744.26123746094,3666.79776839021,3510.82821521779,0,104.059090428182,131.538340798206,0,2.00697825272834,3.93864536425538,0.258000039103461,34.2356625210126,42.9356843586693,602.489994734154,589.032141596759,573.253108120212,0,0.126940809458778,0.195144289015037,0,0.0122216228687677,0.0247963066071355,0,1.87542594201388,3.11861283318084,1598.81199742588,1386.9810674888,1257.06830038143,1224.00314483517,1284.09291324348,1260.56017193505,2201.54237296967,1968.10935072652,0,131.538340798206,0,3.93864536425538,0.134042897703489,42.8117272172694,96.226220777462,66.9893341635207,0,0.195144289015037,0,0.0247963066071355,0,3.11861283318084,892.788280449976,551.044583405524,320.02055375513,356.577580855016
"fin",1997,18872.3769034776,19562.3908974797,18787.6482129505,5444.1227347577,4374.65323720513,4036.49158295863,179.945999285062,141.310671925825,98.5890130684214,1052.62294871531,1018.81728392095,975.407155099504,5678.58400781763,3729.98082208621,3064.39193582501,1.46199992877012,2.73853143750016,3.1082105314684,0.467999995810007,0.638367299046121,0.700383777898308,11.5119994391256,40.2538294051481,47.2356204369526,14357.2178520173,12655.242778736,11842.6892554405,9087.71807229064,8075.79816684637,7322.22603400482,10492.6121818808,10407.8834913537,2377.68670265538,970.055550856315,97.2660380862047,15.9090518695645,459.726517936721,382.510724320912,2937.58759729359,323.395525300979,0.638519364695134,2.28472996739342,0.0375599626291255,0.269943744717426,5.0277940672848,40.7514150651118,6008.42981932003,3493.90122274324,3455.68238443034,1690.19034614453
"fra",1997,132491.551456389,154365.832542743,177346.277365889,103046.721644905,87165.9452132502,78387.7518464798,755.747898638004,842.329391900795,879.52782974691,5472.274819671,5983.02092983093,6065.60231397229,9713.45448974372,11491.5554683959,12688.2711560526,0.94419828333448,11.7742342687687,17.4280518291001,23.3195009696297,25.2672805594051,26.7446273813839,926.316415643073,1187.03193050721,1328.44734755941,88354.5993136124,99304.2748164425,105545.722494349,35372.6551383501,38213.7453962902,39786.1442257846,53592.8116966421,98447.5376061422,30528.8510527635,5869.8812543384,12.5882677394686,136.368198848374,1621.22831491151,2214.5558092128,609.457960198844,3584.27462650772,0.279730284438589,16.7635838302042,0.0508600517161071,3.47598646347026,27.1050822867619,429.236014203098,22611.4111185707,39802.5342993068,8049.56696927336,12463.0560567078
"gbr",1997,208430.550991892,221679.756070029,255598.705437153,25572.8395315153,28008.9991931187,29932.5951365959,178.871992877519,245.847523958375,318.527047034656,358.469007450552,2380.57955823661,3465.18157564117,1355.09298638281,4136.65850542686,9061.48867614225,57.3520011920251,59.9452051077667,63.8400303624474,10.2229997552682,11.0572726325449,12.9723724956009,163.298992335132,450.314117012341,717.16730731063,86058.1330127094,92154.5506428193,111372.625361046,29115.7347987379,33590.8585447189,39945.4786905091,58630.4088801207,105798.563325382,5316.64253985836,9676.39814493892,15.7624345975555,155.417488754692,74.5263963309074,3181.23896452152,286.573342760697,7992.96903252014,11.9235913910832,18.4116205615055,1.86534375489896,4.61471649523162,7.38910371225961,561.257418687757,23311.7180613853,48626.2104097222,6491.16843686721,17320.9123286384
"grc",1997,26020.4702296215,29667.6230534975,33386.4686815903,0,745.543958436656,1206.4988032308,41.916998993596,49.3158591435238,56.7732741516441,333.791997856457,583.58711748974,715.964296190143,911.270009168157,1168.10841437323,1341.37924481367,3.09499998012455,3.60789368388877,4.45628212050719,89.2569999366901,89.4744291883662,89.7034136528048,2.34099997978006,38.2460189906472,69.4821511222555,18397.7831034405,18578.2671738526,19544.2915509995,3663.08390554202,4306.8288925964,4908.49812722588,7420.04636919454,14786.0448211634,0,1206.4988032308,0.511757703151132,15.3680328611993,64.5452502540741,446.717548587759,13.5387120097276,443.647947655242,0.598479141310635,1.95976128169327,0.112705278092932,0.559118994207713,0.988883137284422,68.1300342797598,3745.837118137,4892.34556569603,700.33829824392,1945.75251992778
"hkg",1997,6886.28628105064,34218.3730538488,51643.8745505807,0,1180.66279859588,2234.8799026833,0,18.8990273111553,38.6112893018108,0,596.383023524131,1063.91146700796,56.5540003400266,682.058183446132,1552.72652351673,0,1.70107690102475,3.27005521703444,0,0.542387321848669,1.16811229729873,0,78.6042205119742,168.777489237015,4942.39570831497,11955.0750476292,17484.0109288549,2772.57103095204,5995.41785402949,8709.95643175691,1338.58370997166,46096.1719795017,0,2234.8799026833,0,38.6112893018108,0,1063.91146700796,2.06599178190338,1498.23851495861,0,3.27005521703444,0,1.16811229729873,0,168.777489237015,1707.67914401715,14249.294364557,589.476807917584,6526.86220872245
"hrv",1997,7543.36692143873,8068.79008359282,8608.42755375823,0,107.357336090459,217.699899129172,0,2.30263369118945,5.1275953416795,503.268014347796,473.598123285145,482.134242989272,1157.63900830558,1220.1004532865,1285.41706436301,0,0.208795048424584,0.467445097464228,0,0.0372123606548273,0.0970817407299921,0,9.23860481619391,19.3191689158528,3826.99916214605,3858.66247229364,4099.06059948297,1289.31391758355,1336.85111161894,1485.45887842318,2580.21162837749,3645.27226069699,0,217.699899129172,0,5.1275953416795,109.926334792503,88.7925634339796,35.1581804105759,162.936236468005,0,0.467445097464228,0,0.0970817407299921,0,19.3191689158528,1124.50339239386,1396.56482973077,300.711215885581,496.856176725203
"hun",1997,21021.8197693711,23196.2195871127,21211.3062713738,3656.54420597459,3496.9040036839,3119.72336963521,28.63800161319,38.2416199426133,35.8077606432119,18.5730010462245,232.548810038228,228.77477651294,707.175001135889,817.111403162854,801.873570932003,0,1.79522054131884,1.79928373839792,0,0.157502648584238,0.194325394574458,114.64700544271,119.180074340841,111.248586096619,7780.58187632131,8196.78926323606,7538.80072464882,4389.67599649712,4756.5609393626,4455.09991206285,7380.92874517157,7570.41524717432,1172.46221964231,635.641383302935,9.18270723560734,16.3524662656292,5.95538869638016,216.157164163095,61.0484567597262,155.74702655584,0,1.79928373839792,0,0.194325394574458,28.0068434269362,24.6084240808447,2519.36670015802,2277.58554848553,1157.88880425556,1223.31271982129
"idn",1997,79213.6768609192,78143.4953307648,85538.404630841,0,808.51203804095,1208.88381982468,0,9.80760386550198,18.276213250712,439.036984964235,684.150846335501,771.787104365396,49203.7325858774,48310.0734594512,46155.2407666571,0,0.990702367712847,1.53422733551037,0,0.366982911039897,0.637482549813449,4479.79384657983,4057.28173965473,3784.38042644931,54912.6832698275,50797.0359235858,49661.3497501408,5777.81508926298,6741.47571898276,6808.26442051815,26387.321697582,32712.0494675038,0,1208.88381982468,0,18.276213250712,76.6407433106251,409.390862711786,3553.0503313022,504.55851208187,0,1.53422733551037,0,0.637482549813449,782.017784465724,86.6043643352002,13887.9072364399,8636.57371675322,1615.15513325188,2645.60446450706
"ind",1997,212960.128027687,222311.851460796,230098.297473274,2627.21810869738,3422.20211148881,3551.93290486704,0,12.9499250933414,19.3755788257245,6419.69126560551,6460.25992376539,6285.39855691774,144718.081591721,142426.555236333,138527.748173274,89.1660036891154,84.052882763564,80.8642972671036,24.581999842616,24.6057301005166,24.4523375797144,0,63.5116117916892,80.5402594409585,86237.8321798093,88289.2790597681,87390.8002158223,32314.9630568599,32971.7859177345,31786.9384351151,26829.0425641962,43967.2120097836,298.060193783365,1222.77498995303,0,19.3755788257245,728.319592622052,594.026883934279,7697.14916570152,1506.81574725452,10.1159611569681,1.81425473495628,0.758437791132785,0.628775528231234,0,80.5402594409586,8554.70467023778,9707.67270625078,3734.1937729947,3206.1691512499
"irl",1997,7911.65072650879,13617.0550345643,13295.4126752976,0,549.313492873105,567.948229731846,0,8.40799711327493,7.58922898880995,58.2979946976149,191.85976877713,202.865581618615,118.014037961959,266.524382909787,318.665703390309,4.29899960899253,4.31249162643136,3.74077345238453,0.096,0.389302366299459,0.433145757144358,0,30.1259850642223,44.236143222189,7163.39890040598,8099.62374057362,7291.41378313586,1551.76399738786,2184.79630901072,1947.97300645329,3570.90199900162,8954.66394779046,0,567.948229731846,0,7.58922898880995,23.8551717087264,168.422758629727,62.4176378603963,263.069303288747,1.75912352354823,1.20089736694023,0,0.337145757144358,0,44.236143222189,2838.07866344289,2966.09354617276,636.334249074126,1032.54325813955
"ita",1997,141401.047748808,181969.868387583,174605.163183723,0,6755.64796923874,10657.2685494088,143.584731975146,191.332119317009,183.511956192047,3574.02129313057,4913.48970540419,5207.77081686859,1451.15464127615,3769.51740409435,4146.12207121489,10.1369445719778,19.1258534759147,21.5939904736794,8.51938931488609,10.387742141767,10.7605028222197,3606.04967647887,3262.41429046595,2948.9582525482,109882.770348641,115531.071319972,105405.685995364,22991.4140504889,28839.0006697272,27491.0135938545,47452.9380895772,80657.0535244926,0,10657.2685494088,56.4152178203441,96.3424420372446,952.65213647919,2586.4016602172,126.062208064747,2821.0296380035,2.70199338835135,14.159039290053,0.343541442043489,2.58465494937711,923.685791920759,266.594367990096,32285.5286425084,27808.4442892307,6011.55931512124,10511.1588584868
"jpn",1997,380685.483620093,489021.881410081,520514.082806986,83164.4940993538,81033.2272775173,79234.77323585,73.4700006780771,150.939766441955,187.501299490332,7432.50227727711,9736.75768543253,10358.3489482364,4825.18898325215,9527.30007993568,12374.6017835789,0.0860000032083182,8.5306407895237,13.132668309004,970.631000930833,972.839335923975,973.735153327496,3481.2501205967,3751.18707565688,3849.15952394247,266595.599530586,287124.58070628,298378.856226162,81869.1616868311,89466.6032039192,92040.7594186213,66140.9402180985,205969.539404991,11077.0727537358,7147.35189023199,8.2039987125115,122.235297524767,991.242361197125,3917.08903215645,425.254158585407,7974.66695891215,0.0114694678942505,13.0581377736899,3.30099304035177,6.40514543701496,441.988838481451,809.898241827228,45288.2896112087,77071.5463067853,11800.3212424665,21971.9189742567
"kor",1997,166669.023333339,176205.774883013,161339.27365434,20085.4643628126,18082.3960172107,16340.0579713087,526.91699158981,394.516406402062,285.029791327069,241.874016411319,1185.87429245473,1178.64072375003,322.631999993546,1425.3482409454,1562.2367993806,0.0860000058351596,2.87503177475383,3.31754112165845,45.8059999886779,46.5239584345136,46.5339978481416,72.1560000497308,235.628815365237,251.324984581761,103100.636202169,96915.6880661005,89358.3135594337,19085.846034787,21587.1052237209,20091.9060428255,64309.3817548745,58979.6320758761,6074.2589437079,2328.85255220402,267.197573579885,25.3103733171438,73.1476943175471,1009.91440165626,69.4588027904825,1309.06360217754,0.0260081766180286,3.25754929244132,0.842263458111508,1.57026131757523,7.95989133931644,187.128875871346,33263.9652299201,19521.6425871851,5374.45245770151,6380.51246574006
"lka",1997,1867.05808410096,3962.23134724674,3899.5030248149,0,60.5864176860591,87.1273765745738,0,0.941529480835007,1.80530753693731,296.38900951761,289.292883754645,271.162137700319,4124.08092633863,3811.74246100928,3462.78116629716,0,0.126089656741678,0.205111635954693,0,0.0433077195013452,0.0572762809743843,0,4.63257945357222,7.39111626583144,2956.59942637014,3070.44062930377,2827.41103883501,365.003906853534,452.242065831964,471.862373548572,387.406247499788,2419.85118821373,0,87.1273765745738,0,1.80530753693731,62.4348620466492,37.2079902293582,761.466571961122,100.166811919647,0,0.205111635954693,0,0.0572762809743843,0,7.39111626583145,927.531909752331,798.343522217206,118.652713318849,225.511180013887
"ltu",1997,6665.52996226376,5331.56842066907,4954.69086940686,3195.51672064257,1313.46908346317,1036.59379510551,0,4.69493486394495,6.26893200841331,25.4509977750311,88.1451545093221,99.7207124340523,517.219999252239,535.12734316452,535.35444003641,0,0.382715787566952,0.497027591719754,0,0.0351457165708387,0.0610375592967284,0,4.05629230446573,5.51775311325976,3982.77965661497,2927.50774776969,2648.16691518369,1983.03799256045,2071.38247561441,2007.24321383598,4799.22072564343,3088.38163278654,2402.73186229688,243.808936759822,0,6.26893200841331,19.1367871387691,93.4065017977903,38.3528222555463,56.4872630397172,0,0.497027591719754,0,0.0610375592967284,0,5.51775311325976,2161.01050262023,826.397761188947,611.845727894243,636.050949169771
"lux",1997,737.908873304496,2272.27051172257,3072.14908903234,0,422.257797712677,428.587918507886,9.00397152502999,4.53828395603853,2.84222164678694,7.13697742938017,79.4827357077627,80.9608187655019,15.7639988678322,177.499922982562,145.01959265035,0.257999184080157,0.43796521012445,0.404044537646336,0,0.0444977453829399,0.0533749672909601,10.3419672936317,10.6060173898453,9.41991456105296,1790.99740546048,2034.19521436688,2099.06631907042,465.004856663732,456.580780553989,391.802172393037,481.096874936349,2815.33709066419,0,428.587918507886,8.21112977844845,2.0493799002054,6.50853323287279,80.3323745689945,0.326475395455858,129.582069177974,0.235281150915116,0.381326504481294,0,0.0533749672909601,9.43130877040359,8.50925603782481,405.090860564326,713.15977417426,317.267249326645,244.06456505595
