"reg","yr","p_fos","fp_fos","c_fos","p_nuc","fp_nuc","c_nuc","p_rsn","fp_rsn","c_rsn","p_hyd","fp_hyd","c_hyd","p_bfl","fp_bfl","c_bfl","p_wnd","fp_wnd","c_wnd","p_sol","fp_sol","c_sol","p_rsr","fp_rsr","c_rsr","p_tfs","fp_tfs","c_tfs","p_elh","fp_elh","c_elh","x_fos","m_fos","x_nuc","m_nuc","x_rsn","m_rsn","x_hyd","m_hyd","x_bfl","m_bfl","x_wnd","m_wnd","x_sol","m_sol","x_rsr","m_rsr","x_tfs","m_tfs","x_elh","m_elh"
"aut",2001,18810.0647939472,29713.8467076145,33516.1286440974,0,1469.86926504129,2132.71472704386,301.686990707869,213.352794962133,193.195267200873,3478.50396583312,2844.90425908191,2605.71516433347,3032.86899703079,2865.34292629253,2973.8945549619,9.02799991132435,18.3000171349354,22.5423054123972,66.9480000812577,62.8809817997581,61.1852827609696,72.8949993418981,130.787102079934,159.331222072499,15420.9648033088,17678.6541257429,18527.050411273,6046.20201708752,6891.1669687381,7430.44188542772,7556.91629635556,22262.9801465058,0,2132.71472704386,148.407576226496,39.915852719499,1472.41361910454,599.62481760489,853.102650111215,794.128208042323,3.82145604928893,17.3357615503618,7.45798735707264,1.69527003678455,30.1160857916794,116.552308522281,5820.0079621172,8926.09357008144,2040.35773738422,3424.59760572442
"bel",2001,51220.9305812786,58099.5513593198,49254.9679092766,12076.6571580854,10712.9420585096,9136.64846592283,528.948999320977,389.005499942238,340.745945817314,37.9190004963659,1104.03001022672,1031.95376855543,514.759999713343,4462.65141784196,3077.98664475375,3.18100004163981,20.6359743538838,20.4526922060207,1.33699999834029,3.08570002530084,3.63502308364832,145.864001909384,249.370870619894,252.431772007846,39347.0862043347,35738.0430012886,29948.4315055587,7692.21705677802,10133.9581529036,9252.74627798209,34105.7907555612,32139.8280835591,5960.76006362298,3020.75137146039,237.683707026271,49.4806535226086,18.7159460480263,1012.75071410709,227.740079222124,2790.96672426253,1.570068418966,18.8417605833469,0.0387353086554701,2.33675839396351,71.9951147010553,178.562884799518,22918.5838800042,13519.9291812282,3866.66233843383,5427.1915596379
"bgd",2001,7598.31968328323,13316.2387910209,14497.3486536718,0,187.708129669447,219.439026281854,0,4.4409824004493,5.52238989570079,85.3829961723374,176.267969166117,194.401347880178,7840.86199023066,8015.35484123185,8061.42542792307,0,1.04247110102839,1.27896333764871,0,0.18286290128387,0.242263802237389,0,33.3372632718489,40.8207139762302,3700.97792904994,5580.10526428719,6081.34729179942,1287.96181815282,1875.95668216909,1932.15651581639,882.075020803616,7781.1039911922,0,219.439026281854,0,5.52238989570079,12.1601582806155,121.178509988456,31.036367578869,251.599805271284,0,1.27896333764871,0,0.242263802237389,0,40.8207139762302,214.821570150168,2595.19093289964,117.336856822948,761.53155448652
"bgr",2001,14417.0947506147,14351.4452338949,11641.0561146472,5108.924247414,4350.24053176597,3469.41243254473,0.98000010640225,7.72216284037054,7.04562431144147,149.355007232936,222.193881213691,190.577670006351,539.889006709481,619.837171667385,600.621843139985,0,1.34456055783157,1.19808503960345,0,0.442273447579873,0.412212125604755,0,17.2199896809698,15.2834117068762,5666.74091049457,5687.76260818925,4745.76386056786,3705.13217094946,3808.84028825257,3362.09109338488,6447.74389230856,3671.70525634106,1840.27642327943,200.764608410163,0.273661699883532,6.33928590492276,53.798898789432,95.0215615628474,26.6384156540095,87.3712520845143,0,1.19808503960345,0,0.412212125604755,0,15.2834117068762,2270.56968783852,1349.59263791181,929.640040307819,586.598962743238
"bra",2001,107428.678461216,120374.411363326,119962.503418498,3720.52414893143,5218.96467061229,5526.68582174214,0,32.7380732157161,46.782109640703,23033.1909220115,21777.1283503567,20718.6527446429,52548.9038236532,46279.2572689383,42502.7480810939,3.00900012044934,14.2594431234118,16.7504669934214,48.4620010375775,47.0454459806618,46.6498122901035,0,196.918115393115,242.069321298749,94855.8421784311,88644.6415974029,87604.9553428398,26718.9109941301,25539.1982267869,25564.0885686937,28285.0903279358,40818.9152852176,787.671342803656,2593.83301561437,0,46.782109640703,4876.35174409619,2561.81356672756,11246.4648858459,1200.30914328652,0.637034748464517,14.3785016214366,3.46029477807637,1.64810603060235,0,242.069321298749,20421.2703961426,13170.3835605513,5326.80497023919,4171.98254480284
"bwa",2001,508.936985452678,1691.12364701207,1669.45237151523,0,32.2939161677051,36.8093755286189,0,0.257338655547785,0.360274687053827,0,13.7639384873595,15.7282847150197,542.681999993888,617.800261219464,636.373221877115,0,0.0798722897653389,0.100738680698868,0.502000001960018,0.525061109103342,0.47343925630408,0,1.14117582310922,1.43312360285528,647.911779214657,865.080681371746,785.945918216975,175.581026117262,287.307135001148,300.717641542791,189.676040967438,1350.19142702999,0,36.8093755286189,0,0.360274687053827,0,15.7282847150197,0.0128192444651064,93.7040411276922,0,0.100738680698868,0.0750095435925176,0.0464487979365794,0,1.43312360285528,224.306002599156,362.340141601474,65.7052562285987,190.841871654128
"can",2001,185342.817341684,172990.931263017,168397.529259553,19983.584597375,17104.4932972483,16179.8628445655,113.403998023408,178.968570387458,194.091160168175,28660.2744225589,20796.5717773567,18458.2935540497,12707.3035902528,9856.13487399632,9493.56579270027,28.9769994161776,33.0649289616865,34.0969659345291,1.63399996707852,3.87344032900446,4.8296677701702,79.9229983897286,371.748614709952,472.483712964653,106354.151713995,99528.7550616552,98684.4973310643,45749.8314570703,38299.6355640996,36570.8035031161,75674.6305814468,58729.3424993161,7856.48338686678,4052.76163405722,47.7995906431748,128.486752787942,11267.6966820785,1065.71581356918,5532.07965244018,2318.34185488766,11.3922161164395,16.5121826347909,0.642401944102638,3.83806974719432,31.4214752622492,423.982189837174,31517.8591197655,23848.2047368353,17263.9808492627,8084.95289530851
"che",2001,7531.08068362753,24286.5197488436,41893.3625555511,7014.0358494527,7027.92065924059,7143.81541278592,678.443009960949,595.933210774581,564.463012721418,3551.84892376411,3009.80531930371,2587.52061862534,774.097991992051,1438.73935289972,2512.45886477083,0.343999992616481,9.98472647862178,17.2122990008603,15.4489999351804,15.3891562980239,15.5640349969366,540.43601076502,600.679034370857,659.8741460435,14137.7408699649,19439.0404435884,25225.7822096109,5256.56393901999,7162.36612196246,9550.43556960315,2731.84564955428,37094.1275214779,3832.24560711255,3962.02517044577,159.875892286294,45.8958950467633,1940.61703238722,976.288727248444,170.316518595297,1908.67739137408,0.187950630542346,17.0562496387862,1.45456441432913,1.56959947608536,41.561081312717,160.999216591197,3850.68597889594,14938.727318542,1646.24081545372,5940.11244603687
"chl",2001,16392.8921511726,15497.8957898699,15948.9615089713,0,201.59980516766,343.4726050704,0,4.75486765949063,7.4337896113245,1805.93293576268,1121.88228999153,1079.4014214535,4902.11099471546,4345.55741550568,4274.92313710034,0.601999978586765,1.43754242580671,1.99521733336518,0,0.180684084541084,0.321125588504896,0,15.7718434201422,26.7948521693499,13005.6240690372,10316.789246796,9468.70495377285,3506.87799232665,2423.03356073137,2552.70788407834,7204.85821354843,6760.92757134705,0,343.4726050704,0,7.4337896113245,950.889653753076,224.358139443896,1028.21783815854,401.029980543416,0.316974977233016,1.71019233201144,0,0.321125588504896,0,26.7948521693499,6289.37977705698,2752.46066179264,1813.62695784634,859.456849598029
"chn",2001,950417.459811422,908896.59746339,811312.168897402,4552.48984461819,10588.5609455107,9974.77812897736,0,160.653111403488,160.888118671094,23854.8571858058,22347.5963171395,19735.8975651042,190217.636951596,193132.405930994,193077.55341341,64.4019978018844,72.3814656201931,66.8771965075336,1147.71699904151,1142.2833843878,1134.76013301862,1703.2859964579,2219.3412353368,2139.45138529102,302899.736859427,297222.440609011,266005.643479791,153942.662338993,146739.876122517,129351.43079142,245385.165463556,106279.874549535,1178.82201477551,6601.11029913468,0,160.888118671094,6176.97826238911,2058.01864168747,557.184297210606,3417.10075902436,16.6762574757051,19.1514561813543,16.3937482520921,3.43688222920529,140.724792592736,576.89018142585,79266.8538608428,42372.7604812072,40687.8923211811,16096.6607736085
"col",2001,25212.2393441021,22713.5252502909,22936.367027037,0,184.465348991891,311.210967263277,0,4.7567408979496,7.98165279844557,2734.13596348557,2626.78285560004,2572.45536001304,3602.49899834774,3593.3611764106,3613.84158628912,0,0.961961217743698,1.57629974130085,0,0.143412767093776,0.285591515177134,0,15.9051257213965,28.9023242667999,11432.5397575423,11401.0924968167,11935.4785548346,3098.10697868266,3258.3534993331,3470.63736442807,7703.54152711169,5427.66921004664,0,311.210967263277,0,7.98165279844557,390.565385538959,228.884782066434,241.052193720343,252.394781661719,0,1.57629974130085,0,0.285591515177134,0,28.9023242667999,2302.9671561621,2805.90595345439,421.960505359916,794.490891105325
"cyp",2001,1206.73445351604,2625.61389604994,3297.20776822307,0,71.92164382237,131.21808617734,0.430000096858567,1.68330143017854,2.82775675865518,0,29.1892830203197,46.9966325524901,13.3040005418207,85.6145789139331,104.475774094877,0,0.452401256392464,0.852784502131375,34.4180031999879,28.3399985483362,24.0664647755987,0,4.87780972274243,9.10086756125516,1984.59606396676,2169.60999690152,2359.30628290539,285.298005302438,442.131340510341,556.768172715598,520.651849586458,2611.12516429349,0,131.21808617734,0.153841363794871,2.55159802559148,0,46.99663255249,3.59339240431048,94.7651659573673,0,0.852784502131375,10.6528384978504,0.301300073461194,0,9.10086756125516,657.334231885598,1032.04445082423,61.587467254328,333.057634667488
"cze",2001,34807.2376201937,33765.2292947194,30669.549647845,3842.98698385297,3625.43853446638,3275.15561716245,110.944997962491,91.5919516259526,83.3202642542436,176.611999257932,398.997328586983,413.831116404718,1511.05700706401,1596.70631824261,1585.26085652794,0,5.43832070465269,5.86603123352608,0,0.534124308804103,0.633576226336007,53.0469995984956,85.6823535236637,87.2636103567674,11152.5331845872,11025.2673245962,9706.21892428328,8290.00669514903,8074.85516744283,7370.31334628116,15255.930215563,11118.2422432142,1662.30320262505,1094.47183593453,47.3466018327827,19.7218681245349,76.3944018603277,313.613519007114,235.091265061043,309.295114524976,0,5.86603123352608,0,0.633576226336007,9.68588178617952,43.9024925444513,5844.33908824532,4398.02482794136,2628.88425274232,1709.19090387445
"deu",2001,256053.135472207,328748.230234936,347069.833801717,44635.0868342903,44797.1397541768,43594.3731523663,2246.58502672485,2292.89558915781,2271.17079661525,1954.68599274314,5473.61835797646,6310.37497485647,5885.22000255071,10402.1399450692,12478.5808827316,899.053996662224,759.097003893089,693.252943684786,149.268999895838,155.075885348793,158.276069290399,747.82699722366,1279.80967624695,1493.35965776438,155664.833641909,177099.376273821,182135.32305692,54562.5387299316,63621.6986302051,65394.7713812473,81612.161522268,172628.859851779,13563.3663275807,12522.6526456566,259.625718556877,284.211488447278,593.974920971776,4949.6639030851,638.802762369231,7232.16364255016,273.197602376729,67.3965493992914,5.02126677684407,14.0283361714055,227.24390680936,972.776567350077,44101.8879648282,70572.3773798397,15013.9720062736,25846.2046575894
"dnk",2001,16962.9191205274,23323.7459972564,22803.3846039761,0,1015.30367974775,1331.36361000294,346.446991140322,332.279841853862,320.670453750686,2.40799990501562,416.308935702966,511.455734578373,1145.81399228018,1525.21993715336,1566.78334788773,370.248985395402,300.104449735144,267.253798568347,8.32699998176946,8.74734690407237,8.93773445274221,425.145989105875,455.000355319198,453.220552935766,9926.65657258097,12923.0967926248,12159.6343261848,5457.43998512002,6380.07682697911,6364.72048219859,7579.4358695825,13419.9013530312,0,1331.36361000294,52.4828249048814,26.706287515245,0.738868219504903,509.786602892863,284.397923024154,705.367278631709,113.606818689149,10.6116318620941,0.509021067674558,1.11975553864731,64.6847183043433,92.759282134235,4058.28611404115,6291.26386764498,1316.65592026485,2223.93641734341
"esp",2001,92963.0518385453,117013.162867654,115478.005015345,16599.7033380028,17267.4268419013,16958.7892687719,139.319002836811,166.410180714252,175.057345183395,3515.73507158733,4020.60453093371,4022.21699019456,3877.22196050083,4984.18199520923,5616.33154474047,581.169011833753,491.345034497917,446.131378938313,37.7239998207779,39.0622097203957,40.0978945534064,144.717002823575,342.003993177389,413.738835517319,65189.9039743031,67345.1863071018,65963.5056156025,18790.7159310064,21050.8372233231,21627.9053683921,33087.0849650038,55602.0381418036,4498.89798288476,4857.98391365383,37.7586254451373,73.4969677917214,952.844343049834,1459.32626165706,530.116320097816,2269.22590433745,157.510049536137,22.4724166406975,1.57570662566453,3.94960135829302,39.0107737512172,308.032606444962,21273.2490047543,22046.8506460537,4894.97485737732,7732.164294763
"est",2001,3460.35390676351,4178.71086367526,4060.45880255575,0,124.64792587866,149.321364307281,0,2.25755267012078,2.60677558382064,0.601999965812324,43.8735003998702,49.921547566854,539.933974502147,502.557153265505,471.872375144693,0,0.421167944829746,0.556928490073153,0,0.0470641084524409,0.0847904067798274,0,3.93146447492883,5.23800413730651,1606.04327050769,1528.75557173318,1328.83097573166,1072.94891831678,1246.76088644127,1219.9311257325,1289.43246540827,1889.5373612005,0,149.321364307281,0,2.60677558382064,0.183373801903716,49.5029214029454,119.795750613324,51.7341512558698,0,0.556928490073153,0,0.0847904067798274,0,5.23800413730651,946.820064282156,669.607769506125,282.193738763664,429.175946179385
"fin",2001,20718.529905226,23352.5429397446,22311.8891602407,5933.71419143956,5131.96493238521,4842.80503773378,85.6259979970413,79.0133297975549,73.7366015867623,1135.42603663228,1229.34894772888,1209.98697559823,6270.37388833163,4003.17662364752,3443.81938738521,6.01900019419115,8.75179930668696,9.20661022633597,0.57800000554924,0.886382299487672,0.973609462726705,70.6269995447237,94.7945684029408,94.7862173544418,14481.8499287233,13603.7179630727,12680.4842270905,10552.8259017471,9731.70939735431,8751.42253669038,10055.7531675239,11649.1124225387,2151.07803930756,1060.16888560178,31.2855635785702,19.3961671682913,411.612344959468,486.173283925423,3220.82890672274,394.274405776314,2.18199574812541,5.36960578027023,0.0623530933174231,0.457962550494887,30.3193011561926,54.4785189659107,6171.89795397505,4370.53225234224,4048.89377692514,2247.49041186843
"fra",2001,134665.863120109,165323.775618005,189932.258817425,109715.212975756,93219.8898838566,83981.8747602914,963.85964680743,1057.14626337773,1088.88517015245,6373.72318433743,7046.13112063646,7113.03750720436,9015.97523025927,11569.4049375575,13205.1140782259,11.2425232451025,54.8941120507538,75.9322984111002,20.6355788245562,25.0985432153026,28.7937592788166,1133.21212554528,1488.45822700065,1652.26430784688,95891.5892858148,106750.148885812,113065.937215061,42239.937571995,46222.533443475,48454.0139269372,53557.4062986874,108823.801996003,32001.2156286676,6267.87741320339,51.7532441200387,176.778767465057,1859.05750394425,2598.37182681117,632.865668514472,4822.00451648106,3.27916613219657,67.9689412981943,0.15021748261838,8.30839793687877,66.5306756881572,585.582857989752,27342.2595546946,44516.6074839407,8986.75734709994,15200.8337020421
"gbr",2001,208294.099617366,235384.227406565,277616.847144142,23474.8174179791,25557.9166460082,28282.2745727504,614.646017501928,700.07366166868,768.292414114779,348.753006209695,2525.19614387046,3743.6592855616,1537.37903148945,4863.89545960431,9071.46186184596,82.9750014774051,106.668628661269,131.030261715766,13.4040001912633,15.9797315663658,21.6556105215887,292.227008238977,665.316420160961,1023.15754913484,85602.7883102377,96324.0828730898,120287.308461458,33291.4803611181,38924.0403029383,45882.4831748413,52374.4551341905,121697.202660966,4595.97327037936,9403.43042515068,42.4864066382629,196.132803251114,68.2799557485204,3463.18623510043,170.007604579286,7704.09043493579,16.2451056427715,64.3003658811322,1.90258772876674,10.1541980590921,12.7168300858859,743.647370981747,23246.9314990386,57931.4516502585,6808.54101430352,19399.5438280267
"grc",2001,29747.64319393,32037.9855277811,36154.383325319,0,785.261793040346,1333.94498633571,38.4780021083291,50.5907026040717,60.8493163172348,180.310001017874,640.141233827884,852.621553539297,970.384011747528,1426.55974943094,1742.18059510682,65.0040003669562,58.6779824291611,59.5498585961156,100.483000038394,100.98117010508,101.683441351339,2.26899962399669,140.643828336261,201.891406164885,19506.9867934346,20797.5782707829,22420.6263379049,4381.65595672659,5213.61842527574,6072.63646133275,12677.8380153276,19084.5781467167,0,1333.94498633571,0.949511040909565,23.3208252498153,39.060715851453,711.372268372876,24.3046077529377,796.101191112228,14.0818744007978,8.62773262995721,0.237525168557356,1.43796648150216,1.18371551332296,200.806122054211,6023.63360910369,8937.27315357396,922.995350945781,2613.97585555194
"hkg",2001,7995.36386323405,35461.5675978855,53141.7618873626,0,1053.21323870732,1876.51854628689,0,26.9863646893767,47.1016565015941,0,595.707266190963,1098.68259796624,54.5480000236173,783.212660970066,2005.06973133882,0,4.98755387304465,8.28919285862035,0,1.12341541999469,2.47738923968355,0,113.048518609662,216.966748448077,6483.73167702701,14792.4469528104,21182.6155480318,3204.12703188421,6169.70685346411,9155.2135067794,2966.49534218533,48112.8933663139,0,1876.51854628689,0,47.1016565015941,0,1098.68259796624,2.43068808704978,1952.95241940225,0,8.28919285862035,0,2.47738923968355,0,216.966748448077,3210.58178081898,17909.4656518238,1179.41338854278,7130.49986343797
"hrv",2001,7426.14903733169,9314.40055992404,10147.6718725314,0,243.447074511196,445.943594350171,4.82500057018516,6.5339063233401,9.37617022611873,617.455065058017,692.028386360885,724.754229321558,1093.26901191979,1321.95337550788,1392.06965176082,0,1.59192139872917,2.89310246022501,1.21800000705963,1.28625588103171,1.40354533973356,0,50.5683734844503,68.7230200124642,4239.0418568654,4746.604359007,4992.95658658429,1364.4830026812,1630.53005473357,1809.72000971809,2604.48424558419,5326.00708078389,0,445.943594350171,2.39974340754492,6.95091306347849,153.996601814556,261.295766078097,26.1183741125112,324.919013953536,0,2.89310246022501,0.124857935650823,0.310403268324751,0,68.7230200124642,1311.84379812767,2065.75852784656,316.66644008167,761.903447118556
"hun",2001,21059.5945684258,25003.7016174824,22490.2990700459,3695.70571547026,3563.74036867476,3093.47657934356,31.0019976131784,38.7032916295513,34.3902746663867,15.9929987687105,298.873914448865,278.005106051254,733.855003546143,938.612276053442,910.488368998832,0.0859999933789221,3.91971205565407,3.86369292606941,1.433,1.94422490151745,1.96740381647843,117.009996594119,138.062123727795,122.25559316545,8474.25029184018,9502.70723482892,8305.45817730738,4629.38296783491,5253.74959817668,4780.93815382152,7686.00944892078,9116.71395054082,1360.93715873877,758.708022612072,11.4164313382124,14.8047083914207,5.88939379369171,267.901501076235,63.5667654166332,240.200130869322,0.0316693469803968,3.80936227967088,0,0.534403816478429,35.9422928105484,41.1878893818787,3434.24120546085,3265.44909092805,1406.03116805199,1557.5863540386
"idn",2001,88262.5244499869,74275.4193381465,73263.3958700548,0,565.614946117512,717.783634439218,0,14.5635255557073,19.7274841592891,1002.14896539286,1009.20780473869,990.254520853297,50389.885117752,48930.8230507255,45626.2594230993,0,2.12288113456968,2.83602855919762,0,0.439506103460531,0.655710062573622,10371.4526418433,8398.45490078755,7609.11530544273,62230.8375085712,54018.6957151109,50407.04391178,7586.41481009696,7470.57880517683,6714.07337500182,36367.9960069683,21368.8674270362,0,717.783634439218,0,19.7274841592891,272.405659592739,260.511215053177,5156.68108428991,393.05538963717,0,2.83602855919762,0,0.655710062573622,2819.18406883616,56.8467324355492,18503.415047012,6679.62145022077,2680.30402908466,1807.96259398953
"ind",2001,274792.354670756,268548.727183593,261891.136003291,5074.39005747353,5594.97104748702,5686.26619938368,0,20.560166251099,30.1807599269722,6336.80107177185,6289.53508538486,6129.66416289565,153675.226510063,149105.255593882,141116.114937832,192.692002182467,180.801259320566,172.715011008614,38.72199994035,38.7292085197723,38.3870167008366,0,106.281442553818,160.836359205436,108342.671690781,108459.313338244,106733.289671564,36401.120373748,36767.2670843881,34852.0129582545,46439.2996441478,33538.0809766823,687.359194143809,1299.23533605396,0,30.1807599269722,858.36099093875,651.224082062551,14412.6828160824,1853.57124385158,26.1013871298735,6.12439595602067,1.42456684327325,1.08958360375984,0,160.836359205436,14021.9289234232,12412.546904206,5646.41216580035,4097.30475030683
"irl",2001,9144.58051270428,16943.6898289736,16783.8545944828,0,730.088230032934,750.649030822813,0,17.1468236882915,16.0844880573238,51.2469912450493,247.937535803717,273.896117592226,153.744976494643,396.110575102876,488.431579668764,28.7189950936947,24.0936507942626,20.7232016008199,0.119,0.93195247801829,1.15972635772939,0,55.0191988774862,55.3536399507108,10055.1424830863,11172.3425318709,9963.46861190775,1940.67191707473,2858.06958225818,2602.41312979642,3983.33526001385,11622.6093417924,0,750.649030822813,0,16.0844880573238,22.4832736402666,245.132399987444,98.9752479511038,433.661851125225,12.5997060447405,4.60391255186572,0,1.04072635772939,0,55.3536399507108,4282.69986946582,4191.02599828725,893.547778745506,1555.2889914672
"ita",2001,156742.339201267,202329.221370876,195492.668964439,0,6747.67670412529,11599.8567971288,222.899092565176,285.889207888276,285.945458432818,4020.85565908392,5700.61320742604,6325.15246027037,1954.95284704306,4898.92484216902,5354.07029081819,101.271089839106,119.359068863837,120.235046600119,13.7287781989263,18.0163698701981,19.9356066669509,4216.46902209269,3785.87836057003,3377.20598753903,106005.598698733,114404.044981544,106653.576695002,25847.2576440114,33103.6524163003,32068.0378545801,50504.4497904824,89254.7795536544,0,11599.8567971288,80.3950606018218,143.441426469464,1219.18880835851,3523.48560954496,212.736656737556,3611.85410051268,30.7070409411905,49.6709977022032,0.810200737118798,7.01702920514336,1238.27305023195,399.010015678291,33312.7248170874,33960.7028133571,7317.90276917588,13538.6829797446
"jpn",2001,375129.024038254,490959.163548351,533477.827594558,83341.9283304471,80959.8711577246,79725.55690669,191.840996935198,294.705401162563,360.302535362565,7010.91969098197,9289.03558073236,10188.7867527494,4406.20383415375,9040.08688795296,13219.0468687222,21.5819990487372,42.1652698686303,56.1033918206183,794.310997854944,794.213193980685,795.27018820736,3178.51386971936,3863.20205704071,4138.56689371522,279042.062776184,294458.673720166,305875.241849604,85160.2077946795,94319.6148177968,99309.5552306085,50551.4908401908,208900.294396495,10720.1327297728,7103.76130601568,28.09829073184,196.559829159207,902.250460398572,4080.11752216605,392.908522528765,9205.75155709718,2.7774342648785,37.2988270367596,7.04483558691539,8.00402593933136,388.959409323661,1349.01243331951,50054.913141023,76888.0922144429,11392.2804424627,25541.6278783917
"kor",2001,186152.447576,166880.813890461,143865.211470145,29217.280778392,24045.0398617507,20833.0773419413,1041.99099661811,767.168643375316,612.03001394968,356.922009508936,1197.37785094296,1154.44541941628,208.367996454826,1330.44596112235,1572.42272473043,1.11800002978519,8.42862467719781,8.90302951608432,37.6800000275538,38.7802406211537,38.7465245185363,193.656002286603,420.928968352694,439.378481245586,103350.429824625,89061.4642315703,75600.7801006997,28626.8450258181,26931.201343415,23747.7713364964,88208.3936828775,45921.1575770219,10286.7151688059,1902.51173235522,469.62237710152,39.6613944330924,125.663817832479,923.187227739824,34.6089308797665,1398.66365915537,0.393621430835621,8.17865091713475,0.937768973768749,2.00429346475119,24.2933415664454,270.015820525429,45473.936903703,17724.2871797776,10728.8248120844,5849.75112276277
"lka",2001,2083.68835792722,7676.01032572245,7231.78965269,0,99.4232784239415,105.370725898019,0,2.65945251666907,3.09395035107937,267.326047951324,275.939521334227,269.077692767986,4327.32364316157,3847.18805070538,3372.20602331546,0.258000046278483,0.720260642235327,0.837907091850859,0.688000123409287,0.679911587692765,0.676335973104273,0,12.6651064559057,15.4890189734811,3931.50690668586,4499.03375693655,4243.36450114566,472.91603474613,630.192656702693,620.045286048146,407.546964251928,5555.64825901471,0,105.370725898019,0,3.09395035107937,44.1716100633058,45.923254879967,1086.80190802431,131.684288178203,0.0426306285072641,0.622537674079641,0.113681676019371,0.102017525714357,0,15.4890189734811,1060.31337225097,1372.17096671077,173.612443879841,320.741695181858
"ltu",2001,8331.90157580206,7006.47955260469,6044.91433149204,3013.30601529935,2721.22339945646,2039.0584210794,0,3.6596599750993,4.62503795766647,28.0310001423208,161.786761601032,236.073876570609,701.753995432878,725.719979272606,725.602068120409,0,1.00350627947223,1.46431392307622,0,0.0908946422657639,0.186065659701972,0,8.63310990850304,13.9353120150176,3389.48383790903,3089.50537190183,2777.68080328999,1695.38286461438,2025.61356728506,2003.56353046074,5338.69438647023,3051.70714216021,1247.59864189383,273.35104767389,0,4.62503795766647,11.6056708249763,219.648547253265,72.5582784597846,96.4063511473161,0,1.46431392307622,0,0.186065659701972,0,13.9353120150176,1688.16307029567,1076.36003567663,417.678903697361,725.859569543724
"lux",2001,858.987146909107,3049.29519958222,4553.07852491913,0,370.600009530439,462.158749723501,32.0770171632758,25.4967225572918,23.9016140292066,10.1460069304627,108.337191845042,124.030192489764,18.1999997136124,89.8212325591914,129.785780008554,2.0640014098635,2.89123133923409,3.18456463226877,0.024,0.125143248317271,0.186518634179471,9.60200655887081,20.725324478471,23.8859074445567,1693.05783166027,2479.19481890768,3003.67116729664,543.145016497214,619.113863208126,763.445469982953,444.17415627833,4138.26553428835,0,462.158749723501,17.408746096616,9.23334296254677,4.23013114101635,118.114316700317,0.360408052693467,111.946188347635,0.860535252814681,1.98109847521995,0,0.162518634179471,4.00332339996442,18.2872242856503,405.952406658487,1716.56574229486,259.654502213813,479.954955699552
"lva",2001,1363.61593884972,3133.93359143103,3983.32253504505,0,195.686661684986,348.00303012252,0,2.35478330188861,3.29421553722353,243.593999527732,258.092211901146,269.727928140536,1063.27097106964,993.656061500282,978.81650174395,0.257999999499803,0.695937073018265,0.962145210941089,0,0.0507674099774389,0.142370420381488,0,3.41623333059208,6.17602909986027,1642.08753823779,1807.67462854241,1911.67255617164,1107.21497709797,1405.37444847172,1568.91270192901,346.806414253718,2966.51301044904,0,348.00303012252,0,3.29421553722353,42.8417327692954,68.9756613820992,144.404822948053,59.950353622364,0.0453753666119782,0.749520578053265,0,0.142370420381488,0,6.17602909986027,699.197305239834,968.782323173678,158.24222481852,619.939949649565
"mar",2001,10515.4194109044,12693.8711384723,12848.0338613689,0,302.144013808624,405.543246684792,0,4.19193480176791,5.69864959934324,74.8930009653218,160.582377700211,192.259748680221,1240.68398835955,1275.27807872446,1272.03231355001,17.713000228309,18.1661162988232,17.6089839746749,0,0.134869379231106,0.266637313526162,0,12.3913231211881,17.6350133981887,7167.11183067068,7701.45079620062,7609.07438868114,1314.61801517125,1591.97487482048,1645.61113676769,2914.13223415158,5246.74668461611,0,405.543246684792,0,5.69864959934324,17.0826456351625,134.449393350062,118.556409195498,149.904734385958,4.04022942245114,3.93621316881704,0,0.266637313526162,0,17.6350133981887,1525.28082062287,1967.24337863334,292.788515606935,623.781637203373
"mex",2001,118642.619384976,155019.735185135,152005.548859827,2273.63903057884,4909.43656081678,5179.34458506975,0,96.4382547181207,100.454984895863,2450.7310329606,3061.01829138727,3184.66973771585,8633.53905968059,9945.4449583144,9923.66611141039,1.54800002081951,13.0363652458866,16.0448969362013,52.850999844194,53.0581259495584,52.4318453509736,4786.75806437851,4591.98410755554,4302.03444511674,90820.9706896855,94709.7757057814,92068.2211117252,14121.9259622126,18048.0502098224,17499.7169697754,24002.6805677365,57365.6100425873,367.73548502525,3273.44103951617,0,100.454984895863,396.378120251903,1130.31682500715,426.28032693187,1716.40737866167,0.250371554507592,14.7472684698894,3.16596837755294,2.74681388433258,774.204161183238,289.480541921467,18175.1255670053,19422.3759890449,3316.81761807032,6694.60862563313
"mlt",2001,0,1011.60341911347,1506.08341484972,0,40.7903489611627,80.1464291533932,0,0.808911544979027,1.74648520421011,0,13.4394148645705,26.2602802459561,0,14.0255632691016,30.9014870520008,0,0.223398483037443,0.453709805325396,0,0.0282989063954837,0.0627174505431308,0,3.3502416603207,6.89329256872887,890.10607153763,959.519959973791,1088.45498155247,145.057014474577,200.773202090878,261.721578729109,0,1506.08341484972,0,80.1464291533932,0,1.74648520421011,0,26.2602802459561,0,30.9014870520008,0,0.453709805325396,0,0.0627174505431308,0,6.89329256872887,368.260179841237,566.609089856078,56.2063272311527,172.870891485684
