"yr","reg","sec","fossil","coa_prod","gas_prod","pet_prod","other_nr","other_r","biofuels","elect_heat","nuclear","hydro","solar","wind"
1997,"nzl","wap",9.33824715642113,0,0,0,0,0,0,8.34016008642657,0,0,0,0
1997,"nzl","lea",1.01316805933756,0,0,0,0,0,0,2.42570233796432,0,0,0,0
1997,"nzl","lum",44.411,0,0,0,0,0,628.47534270796,36.113,0,0,0,0
1997,"nzl","ppp",96.475,0,0,0,0,120.665,14.4157964196143,249.097,0,0,0,0
1997,"nzl","p_c",5374.49636675397,0,88.589,757.54,0,0,0,22.4404885578478,0,0,0,0
1997,"nzl","crp",707.975,0,0,0,0,0,0,42.476,0,0,0,0
1997,"nzl","nmm",32.33,0,0,0,0,0,0,19.604,0,0,0,0
1997,"nzl","i_s",394.202633246033,0.00640744809968953,32.1,0,0,0,0,111.436,0,0,0,0
1997,"nzl","nfm",5.353,0,0,0,0,0,0,416.165,0,0,0,0
1997,"nzl","fmp",16.6039749111359,0,0,0,0,0,0,8.38954239967957,0,0,0,0
1997,"nzl","mvh",0,0,0,0,0,0,0,4.05335605812482,0,0,0,0
1997,"nzl","otn",0,0,0,0,0,0,0,4.37264394187518,0,0,0,0
1997,"nzl","ele",20.1055406786233,0,0,16.7440886043908,0,0,0,4.65803517129365,0,0,0,0
1997,"nzl","ome",434.611055220873,0,0,136.260732694212,0,0,0,32.7584412340823,0,0,0,0
1997,"nzl","omf",13.9544291893682,0,0,4.76717870139709,0,0,0,0.280981194944496,0,0,0,0
1997,"nzl","ely",2280.275,0,0,0,44.215,1395.242,21.878,143.334619150292,0,1999.656,0,1.204
1997,"nzl","gdt",0,0,0,0,0,0,0,0,0,0,0,0
1997,"nzl","wtr",6.35942858850704,0,0,0.071901076915924,0,3.51650707474724,0.0970367615270427,49.1577239583116,0,0,0,0
1997,"nzl","cns",1.247,0,0,93.762,0,0,0,16.767,0,0,0,0
1997,"nzl","trd",43.5728842772798,0,0,83.0823923770644,0,0.465780143367504,0.0128530373280233,6.51120308483052,0,0,0,0
1997,"nzl","otp",19.874,0,0,2147.64007027489,0,0,0,5.933,0,0,0,0
1997,"nzl","wtp",0,0,0,1137.39508309147,0,0,0,0,0,0,0,0
1997,"nzl","atp",0,0,0,679.31990547861,0,0,0,0,0,0,0,0
1997,"nzl","cmn",0.984288119760819,0,0,0.43272898609294,0,1.66519269498983,0.0459503999297132,23.2779519840979,0,0,0,0
1997,"nzl","ofi",0.155091066080033,0,0,0.473142036876282,0,1.14955907674296,0.0317216737006484,16.0698404886228,0,0,0,0
1997,"nzl","isr",0.157780134592391,0,0,0.228102618150934,0,0.762200054930106,0.0210326393190799,10.6548967782063,0,0,0,0
1997,"nzl","obs",31.0803643632252,0,0,2.50722580226156,0,6.93095800200959,0.191257319976612,96.8887913452948,0,0,0,0
1997,"nzl","ros",15.780828206455,0,0,1.47938870238579,0,1.78921729582486,0.0493728146608369,25.0117085107577,0,0,0,0
1997,"nzl","osg",67.0931015648119,0,0,11.5722627431098,0,27.8595723759714,17.5357749870621,389.452698187175,0,0,0,0
1997,"nzl","dwe",0.00123367928782357,0,0,0.00485565714237409,0,1.32814165375545e-05,3.66495963722364e-07,0.000185662702804427,0,0,0,0
1997,"nzl","HH",135.347,0,0,1250.70292972511,0,7.165,154.677,933.706,0,0,0,0
1997,"chn","pdr",182.218079163325,74.136686951999,0,1501.51656753766,0,12.7252667307091,0,453.408717008608,0,0,0,0
1997,"chn","wht",68.0101393072501,27.5297394182796,0,557.569558824572,0,4.74188444395405,0,168.956123862441,0,0,0,0
1997,"chn","gro",180.206769991782,73.3413395591344,0,1485.4081152122,0,12.5792467127517,0,448.205938127765,0,0,0,0
1997,"chn","v_f",1166.04842004574,473.888718857367,0,9597.835994401,0,81.3922520777567,0,2900.05367824305,0,0,0,0
1997,"chn","osd",79.1489252992469,32.1814477969656,0,651.782255467909,0,5.52569800798613,0,196.883860857068,0,0,0,0
1997,"chn","c_b",11.7840600189465,4.79090495716536,0,97.0318942272093,0,0.822665915496864,0,29.3120690642969,0,0,0,0
1997,"chn","pfb",205.075998912078,83.3424782463088,0,1687.96471775848,0,14.3139039546379,0,510.012793035981,0,0,0,0
1997,"chn","ocr",33.2503461676751,13.520402610589,0,273.83350071636,0,2.32117535769661,0,82.7048393685475,0,0,0,0
1997,"chn","ctl",277.036889171349,4.66873654370201,0,94.5575740979085,0,0.590864741729736,0,21.0528572911393,0,0,0,0
1997,"chn","oap",5932.41732747746,98.9201499418799,0,2003.46481759039,0,12.6384000166986,0,450.31360504092,0,0,0,0
1997,"chn","rmk",18.9973479321203,0.323360942218084,0,6.54914364259907,0,0.0408326689930433,0,1.45489194466113,0,0,0,0
1997,"chn","wol",133.588515172479,2.2351960551941,0,45.2702170349449,0,0.284911602965713,0,10.1515675148721,0,0,0,0
1997,"chn","frs",1110.00218134054,80.6258381191968,0,1632.94364348877,0,6.77089776862386,418.650357550219,241.251058640648,0,0,0,0
1997,"chn","fsh",0,0,0,0,0,0,0,0,0,0,0,0
1997,"chn","coa",12340.604,369.176,5.546,440.248028037383,0,0,0,3312.104,0,0,0,0
1997,"chn","oil",3178,0,0,1645.48924017262,0,0,0,1518.4031107876,0,0,0,0
1997,"chn","gas",3509.824,0,0,1817.29944207037,0,0,0,1676.9438892124,0,0,0,0
1997,"chn","omn",3282.152,859.623,0,570.065,0,0,0,1922.25,0,0,0,0
1997,"chn","cmt",290.505394195444,9.87541904207966,0.140896821697075,27.3131768093529,0,0,0,120.669809945242,0,0,0,0
1997,"chn","omt",196.390458223408,6.71770297341321,0.0956976038913703,18.5796479403786,0,0,0,81.7463343483112,0,0,0,0
1997,"chn","vol",2251.19501097825,51.9840647786485,0.706824001892277,143.776172587515,0,0,0,554.7541559344,0,0,0,0
1997,"chn","mil",139.535255202152,4.74495513413278,0.0676832685307483,13.1234733411093,0,0,0,57.9449001644201,0,0,0,0
1997,"chn","pcr",5680.60264174522,131.024417819482,1.78212306873421,362.383922646427,0,0,0,1399.61017147421,0,0,0,0
1997,"chn","sgr",50.2038414633804,1.16443159126186,0.0158178146798383,3.22055457079961,0,0,0,12.3920091353253,0,0,0,0
1997,"chn","ofd",1402.06236911584,32.6033216605384,0.442775652417836,90.1734179878368,0,0,0,346.707789171621,0,0,0,0
1997,"chn","b_t",4834.42502907631,70.9076870004434,1.13318176815664,196.11463411658,0,0,0,1146.90182982647,0,0,0,0
1997,"chn","tex",8429.94473974487,53.5033413317101,6.55722813954174,591.699695035905,0,0,0,4133.5521450174,0,0,0,0
1997,"chn","wap",942.333432115213,11.460297413061,1.12911331250409,126.740766381071,0,0,0,464.686848801647,0,0,0,0
1997,"chn","lea",591.098828139921,12.0873612552288,1.08365854795417,133.675538583024,0,0,0,326.314006180954,0,0,0,0
1997,"chn","lum",1591.694,30.26,0,84.409,0,0,633.260386645632,587.542,0,0,0,0
1997,"chn","ppp",7527.379,52.931,0.387,341.608,0,0,125.432255804149,2670.478,0,0,0,0
1997,"chn","p_c",177591.946588139,223.784,1335.511,10336.2562897196,0,0,0,5840.37,0,0,0,0
1997,"chn","crp",36073.887,3521.534,418.744,5509.584,0,0,0,18323.116,0,0,0,0
1997,"chn","nmm",62310.511,1867.127,237.017,4520.729,0,0,0,5592.739,0,0,0,0
1997,"chn","i_s",134392.553411861,12854.3467758453,11092.369,4192.855,0,0,0,10875.767,0,0,0,0
1997,"chn","nfm",4501.533,1428.442,162.747,848.138,0,0,0,5417.006,0,0,0,0
1997,"chn","fmp",1846.92128650301,538.141863373745,125.09312147011,340.671311071609,0,0,0,2121.48367753267,0,0,0,0
1997,"chn","mvh",2019.41441557341,168.381419472453,33.142551944319,352.71735061371,0,0,0,1198.10054447543,0,0,0,0
1997,"chn","otn",1112.23958442659,77.5125805275466,26.379448055681,162.36964938629,0,0,0,985.615455524574,0,0,0,0
1997,"chn","ele",986.688287014963,242.089609905173,28.8661516633875,202.908828875044,0,4.99016480357196,0,770.861697129218,0,0,0,0
1997,"chn","ome",13020.9785623518,2319.5497090116,196.004684463494,1923.53550421805,0,31.2175054941357,0,4822.3616278414,0,0,0,0
1997,"chn","omf",1468.62386413027,61.1478177094814,5.58104240300832,145.987355835293,0,14.4993297022924,0,1035.00199749672,0,0,0,0
1997,"chn","ely",285793.238,48.911,1.763,15516.034,0,0.602,0,9297.965,3756.742,16851.505,0.946,17.713
1997,"chn","gdt",5151.102,944.054,302.171,764.501,0,0,0,211.909,0,0,0,0
1997,"chn","wtr",163.264574993943,1.8710251023958,131.103910338238,65.3090915840745,0,69.132505268453,0,1670.58789141208,0,0,8.34446266905889,0
1997,"chn","cns",1959.296,83.751,0,1786.847,0,0,0,1059.009,0,0,0,0
1997,"chn","trd",2782.26995226546,143.464112268331,162.126550154634,5007.68847791669,0,39.1130278703771,0,945.166828584939,0,0,4.72103823911551,0
1997,"chn","otp",1702.389,39.531,0,15632.2266308877,0,0,0,1166.208,0,0,0,0
1997,"chn","wtp",0,0.67,0,31100.3959348907,0,0,0,0,0,0,0,0
1997,"chn","atp",0,0,0,22578.6198025006,0,0,0,0,0,0,0,0
1997,"chn","cmn",0.00256696581717873,10.3561556177437,81.6335432081673,361.486927584297,0,40.0262971518709,0,967.235992682749,0,0,4.83127207769305,0
1997,"chn","ofi",203.313874002664,7.5542518646582,26.9429566735088,263.685038883974,0,11.8515357525617,0,286.392516023887,0,0,1.43050938591395,0
1997,"chn","isr",59.8143433877106,1.92608656849021,4.77502566765307,67.2310403207902,0,1.90745528077824,0,46.0936817363146,0,0,0.230234523131284,0
1997,"chn","obs",2353.52122600538,10.5712214530397,39.1234798118382,368.993910957189,0,17.3402816164646,0,419.028131407243,0,0,2.09301445185127,0
1997,"chn","ros",1324.4154782269,12.1599912218153,31.1498803808731,424.450735241435,0,12.5763020293003,0,303.906502553403,0,0,1.51799045023462,0
1997,"chn","osg",11444.8527506619,178.588836291995,418.235162666003,6233.73499925382,0,163.821793070763,0,3958.75576605668,0,0,19.7736915702528,0
1997,"chn","dwe",8.80423349026457,0.00431961153122774,0.0304910990838195,0.150778257725854,0,0.0148019594314477,0,0.357689542702474,0,0,0.00178663274858928,0
1997,"chn","HH",56461.353,5053.227,2659.437,31081.1023691123,0,619.805,203727.668,14699.914,0,0,386.453,0
1997,"hkg","pdr",0,0,0,0,0,0,0,0,0,0,0,0
1997,"hkg","wht",0,0,0,0,0,0,0,0,0,0,0,0
1997,"hkg","gro",0,0,0,0,0,0,0,0,0,0,0,0
1997,"hkg","v_f",0,0,0,0,0,0,0,0,0,0,0,0
1997,"hkg","osd",0,0,0,0,0,0,0,0,0,0,0,0
1997,"hkg","c_b",0,0,0,0,0,0,0,0,0,0,0,0
1997,"hkg","pfb",0,0,0,0,0,0,0,0,0,0,0,0
1997,"hkg","ocr",0,0,0,0,0,0,0,0,0,0,0,0
1997,"hkg","ctl",0,0,0,0,0,0,0,0,0,0,0,0
1997,"hkg","oap",0,0,0,0,0,0,0,0,0,0,0,0
1997,"hkg","rmk",0,0,0,0,0,0,0,0,0,0,0,0
1997,"hkg","wol",0,0,0,0,0,0,0,0,0,0,0,0
1997,"hkg","frs",0,0,0,0,0,0,0,0,0,0,0,0
1997,"hkg","fsh",0,0,0,0,0,0,0,0,0,0,0,0
1997,"hkg","coa",0,0,0,0,0,0,0,0,0,0,0,0
1997,"hkg","oil",0,0,0,0,0,0,0,0,0,0,0,0
1997,"hkg","gas",0,0,0,0,0,0,0,0,0,0,0,0
1997,"hkg","omn",0,0,0,0,0,0,0,0,0,0,0,0
1997,"hkg","cmt",0,0,0,0,0,0,0,0,0,0,0,0
1997,"hkg","omt",0,0,0,0,0,0,0,0,0,0,0,0
1997,"hkg","vol",0,0,0,0,0,0,0,0,0,0,0,0
1997,"hkg","mil",0,0,0,0,0,0,0,0,0,0,0,0
1997,"hkg","pcr",0,0,0,0,0,0,0,0,0,0,0,0
1997,"hkg","sgr",0,0,0,0,0,0,0,0,0,0,0,0
1997,"hkg","ofd",0,0,0,0,0,0,0,0,0,0,0,0
1997,"hkg","b_t",0,0,0,0,0,0,0,0,0,0,0,0
1997,"hkg","tex",0,0,0,0,0,0,0,0,0,0,0,0
1997,"hkg","wap",0,0,0,0,0,0,0,0,0,0,0,0
1997,"hkg","lea",0,0,0,0,0,0,0,0,0,0,0,0
1997,"hkg","lum",0,0,0,0,0,0,0,0,0,0,0,0
1997,"hkg","ppp",0,0,0,0,0,0,0,0,0,0,0,0
1997,"hkg","p_c",0,0,0,0,0,0,0,0,0,0,0,0
1997,"hkg","crp",0,0,0,0,0,0,0,0,0,0,0,0
1997,"hkg","nmm",0,0,0,0,0,0,0,0,0,0,0,0
1997,"hkg","i_s",0,0,0,0,0,0,0,0,0,0,0,0
1997,"hkg","nfm",0,0,0,0,0,0,0,0,0,0,0,0
1997,"hkg","fmp",0,0,0,0,0,0,0,0,0,0,0,0
1997,"hkg","mvh",0,0,0,0,0,0,0,0,0,0,0,0
1997,"hkg","otn",0,0,0,0,0,0,0,0,0,0,0,0
1997,"hkg","ele",2.15659512310981,0,0,106.18009721278,0,0,0,79.6238113870641,0,0,0,0
1997,"hkg","ome",6.46513419365054,0,0,394.383218218899,0,0,0,231.414857695078,0,0,0,0
1997,"hkg","omf",10.9612706832396,0,0,325.843684568321,0,0,0,141.927330917858,0,0,0,0
1997,"hkg","ely",6372.421,0,0,81.838,0,0,0,0,0,0,0,0
1997,"hkg","gdt",0,0,0,582.545,0,0,0,0,0,0,0,0
1997,"hkg","wtr",90.9047370996243,0,0,0.00312480009656038,0,0,0.0236722214407803,5.86807367826723,0,0,0,0
1997,"hkg","cns",0,0,0,0,0,0,0,0,0,0,0,0
1997,"hkg","trd",55.8982144819051,0,0,150.072636216386,0,0,4.20634952416277,1.5367003166425,0,0,0,0
1997,"hkg","otp",0,0,0,1690.43851600339,0,0,0,0,0,0,0,0
1997,"hkg","wtp",0,0,0,412.079414010551,0,0,0,0,0,0,0,0
1997,"hkg","atp",0,0,0,501.484099837317,0,0,0,0,0,0,0,0
1997,"hkg","cmn",0.683279154312532,0,0,0.00894268448686687,0,0,0.0421575198809997,112.083045005251,0,0,0,0
1997,"hkg","ofi",0.0875684996898086,0,0,0.00853152657942471,0,0,0.0135161458586329,66.3456507931312,0,0,0,0
1997,"hkg","isr",0.101918392906086,0,0,0.00457413172029397,0,0,0.00554744280649226,49.8890820993936,0,0,0,0
1997,"hkg","obs",40.2724888198163,0,0,0.0749335286313327,0,0,0.74220336732135,661.413702685879,0,0,0,0
1997,"hkg","ros",13.1578275472104,0,0,0.0289866324746719,0,0,1.57974108176129,124.404853255383,0,0,0,0
1997,"hkg","osg",23.7059978188967,0,0,0.0541700543055039,0,0,1.40605659626658,606.833744043318,0,0,0,0
1997,"hkg","dwe",1.52096818563881,0,0,0.000100425318892746,0,0,0.0727561005011038,0.00014812273484298,0,0,0,0
1997,"hkg","HH",267.949,0,0,697.347483996611,0,0,48.462,691.23,0,0,0,0
1997,"jpn","pdr",0.000263441937018494,0,0,727.337495967628,0,7.75442762083933,0,16.8632337948545,0,0,0,0
1997,"jpn","wht",0.00548804163250746,0,0,23.1596512696021,0,0.194293433466497,0,0.422521913099745,0,0,0,0
1997,"jpn","gro",0.00290279925049008,0,0,16.3924835678289,0,0.135327408076507,0,0.29429093065657,0,0,0,0
1997,"jpn","v_f",0.0783807254359186,0,0,1249.38143686917,0,8.26788301125865,0,17.9798240469319,0,0,0,0
1997,"jpn","osd",4.22915106175142e-05,0,0,1.25618923653446,0,0.0838315498036989,0,0.182305012419698,0,0,0,0
1997,"jpn","c_b",0.00260261766578766,0,0,17.8491936146193,0,0.00174513519815464,0,0.00379507351013562,0,0,0,0
1997,"jpn","pfb",0.0220412682145066,0,0,0.512014144502324,0,0.0150277464577164,0,0.0326802201680539,0,0,0,0
1997,"jpn","ocr",0.0221979392726008,0,0,1054.83283911822,0,63.5170344850031,0,138.127874144824,0,0,0,0
1997,"jpn","ctl",0.00991909591450164,0,0,14.5768126214998,0,0.835721439605758,0,1.81740893235894,0,0,0,0
1997,"jpn","oap",0.0627667406276482,0,0,50.4268618380624,0,12.144023891861,0,26.4091076881551,0,0,0,0
1997,"jpn","rmk",0.0363429975415895,0,0,32.4719265471831,0,7.75222352042087,0,16.8584406286169,0,0,0,0
1997,"jpn","wol",0.0121956824905477,0,0,5.16751430473825,0,0.399670881644175,0,0.869147775659014,0,0,0,0
1997,"jpn","frs",0.0458563585062657,0,0,517.913580900418,0,6.88078987636461,794.388567570328,14.9633698387457,0,0,0,0
1997,"jpn","fsh",1.655,0,0,1951.82,0,0,0,34.91,0,0,0,0
1997,"jpn","coa",4704.832,0,0,0,0,0,0,0,0,0,0,0
1997,"jpn","oil",0,0,0,0,0,0,0,0,0,0,0,0
1997,"jpn","gas",0,0,0,0,0,0,0,0,0,0,0,0
1997,"jpn","omn",47.173,41.753,0,700.373,0,0,0,278.848,0,0,0,0
1997,"jpn","cmt",16.3515765511784,0,0,10.0331850562972,0,0,0,12.7446450028487,0,0,0,0
1997,"jpn","omt",18.447999407585,0,0,56.1321991340346,0,0,0,44.5013023515457,0,0,0,0
1997,"jpn","vol",19.8311904983928,0,0,18.3397142926534,0,0,0,9.19306841806823,0,0,0,0
1997,"jpn","mil",92.6789773533449,0,0,235.490494103159,0,0,0,125.213461121486,0,0,0,0
1997,"jpn","pcr",2.94673850583595,0,0,36.7016244514075,0,0,0,80.6717952862755,0,0,0,0
1997,"jpn","sgr",96.6823411389227,0,0,188.133502278524,0,0,0,33.4796867530183,0,0,0,0
1997,"jpn","ofd",382.152928951969,0,0,1377.67971829964,0,0,0,991.622414504752,0,0,0,0
1997,"jpn","b_t",265.638247592771,0,0,611.131562384283,0,0,0,304.293626562005,0,0,0,0
1997,"jpn","tex",114.182912419123,0,0,306.775769283785,0,0,0,389.90399956725,0,0,0,0
1997,"jpn","wap",211.616620891538,0,0,650.227380857908,0,0,0,433.422410336611,0,0,0,0
