"reg","inv","period","act","int","sup","str","trd","mix","ehh","Total"
"EST","Prod.","07-14",1.01026962991693,0.941755153785032,1.12950025191141,1.00478991567327,1.00771825448888,0.999736746400493,0.999182810599529,1.0869426703332
"FIN","Prod.","07-14",1.04160711160895,0.921268612857128,1.04175597330379,1.03476565024533,0.991441384076044,1.00228504085457,1.0080796646468,1.03621854411475
"FRA","Prod.","07-14",1.00641225957562,0.798274193997805,1.07476908885296,1.03141396731379,1.00367632534473,0.999791678527288,0.99168002097344,0.886239179338473
"GBR","Prod.","07-14",0.990248499207459,0.750425018423722,1.00276818417369,1.01504757358826,1.00042520870744,0.999368055979412,0.980781428517915,0.741687167017292
"GRC","Prod.","07-14",1.15361379346491,0.670871002859156,1.47559165993812,1.15153863515192,1.04796237008842,0.998228016723573,1.00327030998043,1.38018584741596
"HRV","Prod.","07-14",1.0705535250825,0.56076748410745,1.26744313263308,1.02141705245315,1.00854748379441,1.00071001990304,0.987303730313076,0.774422874125245
"HUN","Prod.","07-14",1.00591107316246,1.01493488679016,0.874808101005061,0.965335430784077,1.01232827482017,0.999802576274135,0.989452128519285,0.863414261915827
"IRL","Prod.","07-14",0.985787727064428,0.743500243945844,1.17818940444067,1.0705599223395,0.974193811632708,0.999132663815146,0.992422061858021,0.893008412246825
"ITA","Prod.","07-14",1.03996237959165,0.891299696884595,0.928963475007127,1.00108105953682,1.00612599615023,1.00007855325837,0.993212147820309,0.861465279306962
"LTU","Prod.","07-14",1.00785792169781,0.821959373980827,1.26042347985369,1.02981185473161,1.04589769795606,0.877425316382904,0.993579887568627,0.980451686731158
"LUX","Prod.","07-14",0.929814524578064,1.37768943053611,0.63817132926383,0.90310296426204,0.997834034409322,0.999214324297366,1.0267677102128,0.755807811240599
"LVA","Prod.","07-14",1.04042668003492,0.929599589871354,1.09018493567033,1.10899828434868,1.00547292984521,1.00434771606735,0.942140504811919,1.11252200352692
"NLD","Prod.","07-14",1.0260343522902,0.741221455361359,1.20360722108835,1.02679473452049,1.02372328318654,1.00005479156056,0.99042409441602,0.95302846832421
"POL","Prod.","07-14",0.965615960533661,0.837216815343472,0.991824397639134,1.00537112314988,1.0055205007326,1.00010417480095,1.0032431055986,0.813290924043403
"PRT","Prod.","07-14",1.03891992532881,0.769059187468522,1.2280472509321,1.03464999117102,1.02910515605011,0.99995625313858,0.988241628279472,1.03241492606321
"ROU","Prod.","07-14",1.00615624790313,0.747912876818203,0.977751189601473,0.986651629459775,1.01393957618616,0.998525584116743,1.01758094351669,0.747909184049902
"SVK","Prod.","07-14",0.974314430818021,0.811863456745963,0.979409460242092,0.991090570366919,1.02503931388043,0.998158279299306,0.996228775856086,0.782634133722277
"SVN","Prod.","07-14",1.01876883205962,1.03861524494981,0.941766519659792,1.02040957210235,1.01988374526759,1.00093663126363,1.0300299092385,1.06919077445912
"SWE","Prod.","07-14",1.00487053332136,0.912250557450289,1.05237629431185,0.993744663515093,0.995207743241758,1.00002677579212,1.0095706983485,0.963234938135907
"AUT","Fin. Prod.","07-14",0.997518309457813,0.932601681775099,1.07020681541937,1.00281641441911,NA,1.00015629383891,1.00619559896427,1.00474650054866
"BEL","Fin. Prod.","07-14",0.997394457090571,0.928387063818032,0.988912033511646,1.0069186488837,NA,1.0004992415578,0.999356352980124,0.921902978476283
"BGR","Fin. Prod.","07-14",1.00004908010492,0.852605006835649,0.928978981885441,1.01963999504321,NA,0.999835018174255,1.00590306264664,0.812281229649101
"CYP","Fin. Prod.","07-14",1.00871958009717,0.87451841660811,1.04365819902871,1.00322957786211,NA,1.00035051058568,1.00333906194731,0.927038874988252
"CZE","Fin. Prod.","07-14",0.997287155169343,0.855997972269567,1.08629853169939,0.988329025848259,NA,1.00074855599839,1.00753864296606,0.924124295607139
"DEU","Fin. Prod.","07-14",0.996101735060567,0.926548508155948,0.997963822788121,1.0056435449258,NA,0.999822678580519,0.993554817065723,0.920122271048509
"DNK","Fin. Prod.","07-14",1.0010237181826,0.88038686833501,1.01170809679975,0.99171959881722,NA,0.99856402060812,0.998555005635894,0.881677895063637
"ESP","Fin. Prod.","07-14",1.00720725118834,0.719716645325194,1.22772568388141,1.10568574180018,NA,0.996821924938152,1.00071373284302,0.981614313865341
"EST","Fin. Prod.","07-14",1.00358644817526,0.969480451619284,0.986771288663931,1.00430680539273,NA,0.997581640607862,0.99938858922036,0.961301431991906
"FIN","Fin. Prod.","07-14",1.00386052329901,0.949473177980558,1.00340692763801,1.02016713049867,NA,1.00124505136224,1.00811445560753,0.984815155091672
"FRA","Fin. Prod.","07-14",0.998656557383118,0.855062837786381,1.05384736126968,1.02833022666909,NA,0.999639891538313,0.993376490758513,0.918929006227657
"GBR","Fin. Prod.","07-14",0.992450527577404,0.83294397614504,0.96576101519459,1.01367273502846,NA,0.999406396751728,0.986501251818155,0.797869492842437
"GRC","Fin. Prod.","07-14",1.01939848739893,0.828384489765885,1.09544193152532,1.15859127928521,NA,0.998851544423774,1.00178777681389,1.07243809773882
"HRV","Fin. Prod.","07-14",1.02120408157874,0.864358875194388,1.12145553097589,1.00888343389912,NA,0.999299903608062,0.99485452460267,0.992853361786733
"HUN","Fin. Prod.","07-14",1.00038077361958,1.01072194614879,1.01262976262293,0.984990298157633,NA,0.999628794408321,0.992130396801712,1.00020077347441
"IRL","Fin. Prod.","07-14",1.00146389818891,0.859402712519313,1.00536491486682,1.01681939317477,NA,0.998908406022955,0.99692146734708,0.876165563513301
"ITA","Fin. Prod.","07-14",1.01118881290073,0.955169192304276,0.944939659796297,1.00458436914565,NA,1.00008852100321,0.995164870869057,0.912507695550437
"LTU","Fin. Prod.","07-14",0.996965556559028,0.923334575917966,0.976287966936247,1.07502359071438,NA,0.914304232265476,0.993381925907871,0.877489985081865
"LUX","Fin. Prod.","07-14",0.987436816124677,0.952303968874025,0.965851113500624,0.921848766924453,NA,1.00063234554028,1.00462876818782,0.841656577196721
"LVA","Fin. Prod.","07-14",1.02288428972587,0.948256589057038,0.988104876979297,1.05307519402715,NA,0.98998302950771,0.974252167972002,0.973450637629764
"NLD","Fin. Prod.","07-14",0.998131036672623,0.899229174135276,0.970064777611322,1.05269881929141,NA,0.999962511455213,0.990496728828239,0.907819661778946
"POL","Fin. Prod.","07-14",0.975663416415759,0.880823577947095,0.946153572810168,1.0112165601031,NA,1.00012855885824,1.00301893688755,0.824821020690377
"PRT","Fin. Prod.","07-14",1.00600267332602,0.823658743332135,1.04569743622397,1.05363606799178,NA,0.998757780411728,0.990896845082305,0.90350745657944
"ROU","Fin. Prod.","07-14",0.996206809570599,0.843419565385323,1.00676313348828,1.00094498969443,NA,0.998409207998395,1.01557096067042,0.858518272673387
"SVK","Fin. Prod.","07-14",0.988362308413147,0.878290359685756,0.86404235778484,1.01532683549726,NA,0.998824289867195,0.996343857750302,0.757867934095075
"SVN","Fin. Prod.","07-14",1.00643819648102,1.00928594980767,0.910397566013808,1.00913704650232,NA,0.999089062080258,1.01254951567168,0.944067508112446
"SWE","Fin. Prod.","07-14",0.998482110146743,0.933481527249858,0.997464752872378,0.981923464441419,NA,0.999704390089157,1.00952085949257,0.921314929483786
"AUT","Fin. Cons.","07-14",0.99654978091212,0.927888027787744,1.03600226236392,1.00695688437148,1.031525923336,1.00025237280931,1.00588060170331,1.0011572999588
"BEL","Fin. Cons.","07-14",0.998458233662801,0.931587521314269,0.990515384439248,0.98543429699666,1.0167574737062,1.00034836326268,0.999318022655388,0.922815377952162
"BGR","Fin. Cons.","07-14",1.00110268003401,0.876393931742177,0.956178629928235,1.00632672340554,1.00856855721225,0.99942684031066,1.00624584681299,0.856281495269072
"CYP","Fin. Cons.","07-14",1.01658533075161,0.889238652565423,1.06034177343833,0.992855892119489,0.986789758386011,0.999214214686237,1.00301713484446,0.941208517303589
"CZE","Fin. Cons.","07-14",1.00461787116101,0.876174826749024,1.08699907602527,1.02782116616081,1.03888968303702,1.00055798151852,1.00857184356012,1.03099589638632
"DEU","Fin. Cons.","07-14",0.996191080744025,0.927929207508834,0.992044394331973,1.00116152314506,1.02124855974542,0.999900364030389,0.993618640779945,0.931538192985569
"DNK","Fin. Cons.","07-14",1.00201626566223,0.901600437986781,0.997619591232632,0.991788043028672,0.993574380772428,0.998539100596097,0.998550165346095,0.88553977146375
"ESP","Fin. Cons.","07-14",1.01070148233252,0.75100613450602,1.17661598393972,1.06496789771625,1.0011305761566,0.996518065508411,1.00071947821531,0.949567632550676
"EST","Fin. Cons.","07-14",1.01179969525696,0.973046119745004,0.992926394561641,1.01565066904545,1.01541535757784,0.996442183290875,0.999380167872167,1.00395892054561
"FIN","Fin. Cons.","07-14",1.00308765793982,0.95753551668003,1.00061624766609,1.01251581412983,0.995723188192318,1.00100209498206,1.00811801087291,0.977795705195185
"FRA","Fin. Cons.","07-14",0.998639965939605,0.869238449476013,1.04371504458852,1.02646530810588,1.01434574622208,0.999658174922553,0.993741880012908,0.937098446351093
"GBR","Fin. Cons.","07-14",0.995211171476304,0.853272049337097,0.976121423790927,1.00995618610756,0.994311118128208,0.999281122043651,0.988515778243025,0.822247808744039
"GRC","Fin. Cons.","07-14",1.02351732807621,0.858872696483706,1.09269119023485,1.10945407776265,1.00148222763867,0.998358282675282,1.00163333309259,1.06725748574904
"HRV","Fin. Cons.","07-14",1.02302073361731,0.899211721640266,1.06130872212111,1.00494011534018,1.01727427805587,0.998661755983517,0.995586673015741,0.992347701350067
"HUN","Fin. Cons.","07-14",1.01464701282301,1.01335210513274,1.00604082696977,1.04890325578849,1.0241465315221,0.999735597180489,0.991174219921273,1.10109209937773
"IRL","Fin. Cons.","07-14",1.01079281546192,0.866649729554612,1.00292355639233,1.00834126523149,1.04094652341954,0.998296355887681,0.997221040486228,0.918037587037336
"ITA","Fin. Cons.","07-14",1.01371205444984,0.949922427752825,0.957753073160909,0.990695412833601,1.01551044937766,0.999957192772289,0.995204883812372,0.923367878453607
"LTU","Fin. Cons.","07-14",1.00888934450782,0.940201001208847,0.960020150439063,1.00974401949965,1.02124414482297,0.930611668091904,0.993474861096754,0.868182121539262
"LUX","Fin. Cons.","07-14",0.985711654905774,0.942333185765437,0.968197521394664,0.966131713249787,0.996568843824261,1.00070843843295,1.00350244463603,0.869536835131374
"LVA","Fin. Cons.","07-14",1.0250883608039,0.955973949622387,0.971874613445585,1.02431620580118,1.01291469827227,0.98959338149794,0.979262997108175,0.957592291960056
"NLD","Fin. Cons.","07-14",1.00034353045617,0.941810091166694,0.956887393988721,0.990229197738085,1.00038269910808,0.999896961539547,0.989098531207667,0.883222341270785
"POL","Fin. Cons.","07-14",0.981161237881691,0.890549278654959,0.953749662023009,0.995580707737468,1.00317650766767,0.999882247614295,1.00299568773145,0.83470782526413
"PRT","Fin. Cons.","07-14",1.00969535205065,0.842914157922396,1.0402369894742,1.00388846296451,1.0130432899261,0.998340710400311,0.991781807669002,0.891485706902333
"ROU","Fin. Cons.","07-14",1.00399627181439,0.867284497953978,0.999593195970272,0.988623856436491,1.01056874984495,0.997830104484531,1.01442842869636,0.880221433853229
"SVK","Fin. Cons.","07-14",0.993999781394084,0.896141404315824,0.893686544536052,0.923451474576062,1.01324162760399,0.998745170522213,0.99635912521555,0.74121764518495
"SVN","Fin. Cons.","07-14",1.0103579711614,0.953710881770837,0.975270386000423,0.988909856691469,0.990283900119745,0.997152195483564,1.01132866654587,0.928083899840363
"SWE","Fin. Cons.","07-14",0.997737044048972,0.938969518158336,0.982182947068452,0.968372785441924,1.00282772377012,0.9996577719726,1.00925389082432,0.901531004811775
